datetime,close,perc_return,cum_return,log_return,volume,trades
2018-05-04 10:11:00,0.5,,,,109.5,1
2018-05-04 10:12:00,0.9,80.0,0.8,58.77867,167543.5,147
2018-05-04 10:13:00,0.91,1.11111,0.82,1.10498,179750.6,153
2018-05-04 10:14:00,0.92999,2.1967,0.85998,2.17292,107222.5,209
2018-05-04 10:15:00,0.9102,-2.12798,0.8204,-2.15095,171304.6,535
2018-05-04 10:16:00,0.92977,2.15008,0.85954,2.12729,62126.2,139
2018-05-04 10:17:00,0.915,-1.58856,0.83,-1.60131,162886.5,352
2018-05-04 10:18:00,0.92491,1.08306,0.84982,1.07724,80941.8,169
2018-05-04 10:19:00,0.928,0.33409,0.856,0.33353,92287.0,178
2018-05-04 10:20:00,0.93402,0.64871,0.86804,0.64661,235394.6,364
