datetime,close,perc_return,cum_return,log_return,volume,trades
2017-12-13 04:32:00,272.0,,,,0.5,1
2017-12-13 04:33:00,272.0,0.0,0.0,0.0,0.0,0
2017-12-13 04:34:00,272.0,0.0,0.0,0.0,0.0,0
2017-12-13 04:35:00,272.0,0.0,0.0,0.0,0.0,0
2017-12-13 04:36:00,272.0,0.0,0.0,0.0,0.0,0
2017-12-13 04:37:00,275.0,1.10294,0.01103,1.0969,23.02999,5
2017-12-13 04:38:00,275.0,0.0,0.01103,0.0,0.69,2
2017-12-13 04:39:00,275.0,0.0,0.01103,0.0,18.63,4
2017-12-13 04:40:00,275.0,0.0,0.01103,0.0,0.01282,1
2017-12-13 04:41:00,275.0,0.0,0.01103,0.0,0.01,1
